# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.82,1.07,-0.035831146461262016,0,2.0,-0.10001756408688252,0.0,0.0,0.0
 0.10994169746273039,1.8320871744774028,1.0699924410248165,-0.035831146461262016,0.21988339492546075,1.9999999999999998,-0.10001756408688252,0.0,-1.5134356780358524,0.0
 0.15603790343944718,1.8443478041241628,1.06996984494392,-0.1055947892085147,0.3120758068788943,1.9999999999999993,-0.09510225826060353,0.0,-1.8821389945103695,0.0
 0.1917827626191694,1.8567805482621074,1.0699323330242918,-0.17287158252395185,0.38356552523833876,2.0,-0.09050396143212558,0.0,-2.132290047777956,0.0
 0.2222256837726581,1.869384066213064,1.069880026532914,-0.2377847203248248,0.44445136754531617,2.0,-0.08619727743969423,0.0,-2.313359487436703,0.0
 0.24931382077564712,1.8821570172988604,1.069813046736768,-0.3004493190576747,0.4986276415512942,2.0,-0.0821592190004013,0.0,-2.4476225405252996,0.0
 0.2740413866648814,1.8950980608413235,1.069731514902835,-0.36097306670048906,0.5480827733297627,1.9999999999999978,-0.07836894506013119,0.0,-2.5477609636584737,0.0
 0.29699634373872347,1.9082058561622814,1.0696355522980971,-0.41945681025567977,0.5939926874774468,2.0,-0.07480753038835208,0.0,-2.6219208370250766,0.0
 0.31856002993292054,1.9214790625835612,1.0695252801895356,-0.47599508841131505,0.637120059865841,2.0,-0.0714577627513659,0.0,-2.675737839168171,0.0
 0.33899608537215487,1.9349163394269904,1.0694008198441318,-0.5306766152334128,0.6779921707443096,2.0,-0.06830396414252293,0.0,-2.713310909886638,0.0
 0.3584955480537965,1.9485163460143964,1.0692622925288677,-0.5835847200644385,0.7169910961075929,2.0,-0.06533183395277474,0.0,-2.737729827314889,0.0
 0.3772019330335146,1.9622777416676067,1.0691098195107247,-0.634797748184648,0.7544038660670291,2.0,-0.06252830898058623,0.0,-2.751386538071824,0.0
 0.39522618275596105,1.976199185708449,1.068943522056684,-0.6843894262298319,0.790452365511922,2.0,-0.05988144034451942,0.0,-2.7561710540768507,0.0
 0.41265607690047373,1.9902793374587506,1.0687635214337279,-0.7324291959465613,0.8253121538009474,2.0,-0.05738028378271598,0.0,-2.753601035315692,0.0
 0.429562419865078,2.004516856240339,1.0685699389088374,-0.7789825194372978,0.8591248397301559,2.0,-0.05501480253254609,0.0,-2.744911001643363,0.0
 0.4460032586411309,2.0189104013750416,1.0683628957489941,-0.8241111586699302,0.8920065172822617,2.0,-0.052775779938693174,0.0,-2.7311157880988137,0.0
 0.46202684624874696,2.0334586321846855,1.0681425132211797,-0.867873431767075,0.9240536924974939,2.000000000000007,-0.0506547427361552,0.0,-2.7130569139996803,0.0
 0.4776737780556602,2.0481602079910988,1.0679089125923755,-0.9103244482887024,0.9553475561113203,1.999999999999993,-0.04864389200722063,0.0,-2.6914372415894987,0.0
 0.4929785663473454,2.0630137881161086,1.0676622151295634,-0.9515163254715868,0.9859571326946907,2.0,-0.04673604030723833,0.0,-2.6668473859456965,0.0
 0.5079708234817963,2.078018031881543,1.0674025420997248,-0.9914983872200231,1.0159416469635927,2.0000000000000075,-0.044924557312552585,0.0,-2.6397861704886627,0.0
 0.5226761661433548,2.0931715986092283,1.0671300147698415,-1.030317347410302,1.0453523322867095,2.0,-0.0432033193386281,0.0,-2.610676698488099,0.0
 0.5371169169089393,2.108473147620993,1.0668447544068946,-1.0680174789426875,1.0742338338178785,2.0,-0.04156666476803898,0.0,-2.5798791357361326,0.0
 0.5513126559103144,2.123921338238664,1.0665468822778659,-1.104640769808691,1.1026253118206286,1.9999999999999845,-0.040009354038534936,0.0,-2.5477009884157154,0.0
 0.5652806598792842,2.1395148297840687,1.066236519649737,-1.1402270673266302,1.1305613197585682,2.0,-0.038526532604516994,0.0,-2.514405445509623,0.0
 0.5790362553866322,2.155252281579035,1.0659137877894893,-1.1748142115765334,1.1580725107732641,2.0,-0.037113699275247373,0.0,-2.4802182067312835,0.0
 0.5925931058634303,2.1711323529453903,1.0655788079641044,-1.2084381589550217,1.1851862117268601,1.9999999999999836,-0.03576667540663362,0.0,-2.4453331146826125,0.0
 0.6059634469254201,2.1871537032049617,1.065231701440564,-1.2411330967085064,1.2119268938508398,2.0,-0.03448157829554332,0.0,-2.409916829936268,0.0
 0.6191582809072851,2.2033149916795773,1.0648725894858493,-1.2729315491896176,1.2383165618145697,2.0,-0.03325479785373356,0.0,-2.3741127362423065,0.0
 0.632187538898577,2.219614877691064,1.0645015933669424,-1.3038644765305307,1.2643750777971536,2.0,-0.03208297352149779,0.0,-2.338044220327709,0.0
 0.6450602166551923,2.2360520205612486,1.0641188343508243,-1.333961366359526,1.2901204333103842,2.0,-0.030962975022011282,0.0,-2.301817438555974,0.0
 0.6577844893362499,2.2526250796119602,1.0637244337044771,-1.3632503191097258,1.3155689786724993,2.0,-0.029891882634777125,0.0,-2.2655236644666528,0.0
 0.6703678089467768,2.2693327141650257,1.063318512694882,-1.3917581274649218,1.3407356178935532,2.0,-0.028866973099155372,0.0,-2.229241284085325,0.0
 0.6828169875549376,2.286173583542272,1.0629011925890206,-1.4195103503711857,1.3656339751098747,2.0,-0.027885701970070637,0.0,-2.19303750235489,0.0
 0.6951382687304533,2.303146347065527,1.0624725946538747,-1.446531382066151,1.390276537460906,2.0,-0.026945691589878983,0.0,-2.1569698059305282,0.0
